catalog,schema,table,full_table_name,table_type,data_source_format,catalog_normalized,schema_normalized,table_normalized,full_table_name_normalized
p_caja_arena_agaff,agaff_acppaff,anual_pres_qro,p_caja_arena_agaff.agaff_acppaff.anual_pres_qro,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anual_pres_qro,p_caja_arena_agaff.agaff_acppaff.anual_pres_qro
p_caja_arena_agaff,agaff_acppaff,anual_re,p_caja_arena_agaff.agaff_acppaff.anual_re,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anual_re,p_caja_arena_agaff.agaff_acppaff.anual_re
p_caja_arena_agaff,agaff_acppaff,anuales,p_caja_arena_agaff.agaff_acppaff.anuales,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales,p_caja_arena_agaff.agaff_acppaff.anuales
p_caja_arena_agaff,agaff_acppaff,anuales_27,p_caja_arena_agaff.agaff_acppaff.anuales_27,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_27,p_caja_arena_agaff.agaff_acppaff.anuales_27
p_caja_arena_agaff,agaff_acppaff,anuales_ch_final,p_caja_arena_agaff.agaff_acppaff.anuales_ch_final,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_ch_final,p_caja_arena_agaff.agaff_acppaff.anuales_ch_final
p_caja_arena_agaff,agaff_acppaff,anuales_ch_final1,p_caja_arena_agaff.agaff_acppaff.anuales_ch_final1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_ch_final1,p_caja_arena_agaff.agaff_acppaff.anuales_ch_final1
p_caja_arena_agaff,agaff_acppaff,anuales_df,p_caja_arena_agaff.agaff_acppaff.anuales_df,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_df,p_caja_arena_agaff.agaff_acppaff.anuales_df
p_caja_arena_agaff,agaff_acppaff,anuales_f,p_caja_arena_agaff.agaff_acppaff.anuales_f,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_f,p_caja_arena_agaff.agaff_acppaff.anuales_f
p_caja_arena_agaff,agaff_acppaff,anuales_pf_1_dep_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_1_dep_roca865o,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_1_dep_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_1_dep_roca865o
p_caja_arena_agaff,agaff_acppaff,anuales_pf_21_25_hurr915u,p_caja_arena_agaff.agaff_acppaff.anuales_pf_21_25_hurr915u,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_21_25_hurr915u,p_caja_arena_agaff.agaff_acppaff.anuales_pf_21_25_hurr915u
p_caja_arena_agaff,agaff_acppaff,anuales_pf_acciones_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_acciones_dep_1_roca865o,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_acciones_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_acciones_dep_1_roca865o
p_caja_arena_agaff,agaff_acppaff,anuales_pf_extranjero_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_extranjero_dep_1_roca865o,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_extranjero_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_extranjero_dep_1_roca865o
p_caja_arena_agaff,agaff_acppaff,anuales_pf_impuestoextranjero_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_impuestoextranjero_dep_1_roca865o,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_impuestoextranjero_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_impuestoextranjero_dep_1_roca865o
p_caja_arena_agaff,agaff_acppaff,anuales_pf_refipres_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_refipres_dep_1_roca865o,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_refipres_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_refipres_dep_1_roca865o
p_caja_arena_agaff,agaff_acppaff,anuales_pf_resico_dep_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_resico_dep_roca865o,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_resico_dep_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_resico_dep_roca865o
p_caja_arena_agaff,agaff_acppaff,anuales_pf_tecnologicas_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_tecnologicas_dep_1_roca865o,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pf_tecnologicas_dep_1_roca865o,p_caja_arena_agaff.agaff_acppaff.anuales_pf_tecnologicas_dep_1_roca865o
p_caja_arena_agaff,agaff_acppaff,anuales_pm_21_25_hurr915u,p_caja_arena_agaff.agaff_acppaff.anuales_pm_21_25_hurr915u,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pm_21_25_hurr915u,p_caja_arena_agaff.agaff_acppaff.anuales_pm_21_25_hurr915u
p_caja_arena_agaff,agaff_acppaff,anuales_pm_perfiles,p_caja_arena_agaff.agaff_acppaff.anuales_pm_perfiles,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_pm_perfiles,p_caja_arena_agaff.agaff_acppaff.anuales_pm_perfiles
p_caja_arena_agaff,agaff_acppaff,anuales_result,p_caja_arena_agaff.agaff_acppaff.anuales_result,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_result,p_caja_arena_agaff.agaff_acppaff.anuales_result
p_caja_arena_agaff,agaff_acppaff,anuales_rg_depuracion_ultima_declaracion,p_caja_arena_agaff.agaff_acppaff.anuales_rg_depuracion_ultima_declaracion,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,anuales_rg_depuracion_ultima_declaracion,p_caja_arena_agaff.agaff_acppaff.anuales_rg_depuracion_ultima_declaracion
p_caja_arena_agaff,agaff_acppaff,app3_17_h_1,p_caja_arena_agaff.agaff_acppaff.app3_17_h_1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_17_h_1,p_caja_arena_agaff.agaff_acppaff.app3_17_h_1
p_caja_arena_agaff,agaff_acppaff,app3_17_h_1_1,p_caja_arena_agaff.agaff_acppaff.app3_17_h_1_1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_17_h_1_1,p_caja_arena_agaff.agaff_acppaff.app3_17_h_1_1
p_caja_arena_agaff,agaff_acppaff,app3_17_h_2,p_caja_arena_agaff.agaff_acppaff.app3_17_h_2,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_17_h_2,p_caja_arena_agaff.agaff_acppaff.app3_17_h_2
p_caja_arena_agaff,agaff_acppaff,app3_17_h_2_2,p_caja_arena_agaff.agaff_acppaff.app3_17_h_2_2,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_17_h_2_2,p_caja_arena_agaff.agaff_acppaff.app3_17_h_2_2
p_caja_arena_agaff,agaff_acppaff,app3_17_h_3,p_caja_arena_agaff.agaff_acppaff.app3_17_h_3,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_17_h_3,p_caja_arena_agaff.agaff_acppaff.app3_17_h_3
p_caja_arena_agaff,agaff_acppaff,app3_17_h_metadata,p_caja_arena_agaff.agaff_acppaff.app3_17_h_metadata,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_17_h_metadata,p_caja_arena_agaff.agaff_acppaff.app3_17_h_metadata
p_caja_arena_agaff,agaff_acppaff,app3_cancel_17_h,p_caja_arena_agaff.agaff_acppaff.app3_cancel_17_h,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_cancel_17_h,p_caja_arena_agaff.agaff_acppaff.app3_cancel_17_h
p_caja_arena_agaff,agaff_acppaff,app3_concepto32_1,p_caja_arena_agaff.agaff_acppaff.app3_concepto32_1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto32_1,p_caja_arena_agaff.agaff_acppaff.app3_concepto32_1
p_caja_arena_agaff,agaff_acppaff,app3_concepto32_1_emisor,p_caja_arena_agaff.agaff_acppaff.app3_concepto32_1_emisor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto32_1_emisor,p_caja_arena_agaff.agaff_acppaff.app3_concepto32_1_emisor
p_caja_arena_agaff,agaff_acppaff,app3_concepto32_1_receptor,p_caja_arena_agaff.agaff_acppaff.app3_concepto32_1_receptor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto32_1_receptor,p_caja_arena_agaff.agaff_acppaff.app3_concepto32_1_receptor
p_caja_arena_agaff,agaff_acppaff,app3_concepto33_1,p_caja_arena_agaff.agaff_acppaff.app3_concepto33_1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto33_1,p_caja_arena_agaff.agaff_acppaff.app3_concepto33_1
p_caja_arena_agaff,agaff_acppaff,app3_concepto33_1_receptor,p_caja_arena_agaff.agaff_acppaff.app3_concepto33_1_receptor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto33_1_receptor,p_caja_arena_agaff.agaff_acppaff.app3_concepto33_1_receptor
p_caja_arena_agaff,agaff_acppaff,app3_concepto40_1,p_caja_arena_agaff.agaff_acppaff.app3_concepto40_1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto40_1,p_caja_arena_agaff.agaff_acppaff.app3_concepto40_1
p_caja_arena_agaff,agaff_acppaff,app3_concepto40_1_emisor,p_caja_arena_agaff.agaff_acppaff.app3_concepto40_1_emisor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto40_1_emisor,p_caja_arena_agaff.agaff_acppaff.app3_concepto40_1_emisor
p_caja_arena_agaff,agaff_acppaff,app3_concepto40_1_receptor,p_caja_arena_agaff.agaff_acppaff.app3_concepto40_1_receptor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_concepto40_1_receptor,p_caja_arena_agaff.agaff_acppaff.app3_concepto40_1_receptor
p_caja_arena_agaff,agaff_acppaff,app3_conceptos_10_,p_caja_arena_agaff.agaff_acppaff.app3_conceptos_10_,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_conceptos_10_,p_caja_arena_agaff.agaff_acppaff.app3_conceptos_10_
p_caja_arena_agaff,agaff_acppaff,app3_padron_04_oct_2024,p_caja_arena_agaff.agaff_acppaff.app3_padron_04_oct_2024,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3_padron_04_oct_2024,p_caja_arena_agaff.agaff_acppaff.app3_padron_04_oct_2024
p_caja_arena_agaff,agaff_acppaff,app3padron_17h,p_caja_arena_agaff.agaff_acppaff.app3padron_17h,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app3padron_17h,p_caja_arena_agaff.agaff_acppaff.app3padron_17h
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesefos,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesefos,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesefos,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesefos
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesefos1,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesefos1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesefos1,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesefos1
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominaeg,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominaeg,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominaeg,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominaeg
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominaeu,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominaeu,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominaeu,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominaeu
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominarg,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominarg,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominarg,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominarg
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominaru,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominaru,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesnominaru,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesnominaru
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesu,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesu,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesu,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesu
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesu2,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesu2,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesu2,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesu2
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesue,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesue,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesue,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesue
p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesur,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesur,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cancelacionesur,p_caja_arena_agaff.agaff_acppaff.app4_cancelacionesur
p_caja_arena_agaff,agaff_acppaff,app4_canceladosest,p_caja_arena_agaff.agaff_acppaff.app4_canceladosest,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_canceladosest,p_caja_arena_agaff.agaff_acppaff.app4_canceladosest
p_caja_arena_agaff,agaff_acppaff,app4_canefos,p_caja_arena_agaff.agaff_acppaff.app4_canefos,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_canefos,p_caja_arena_agaff.agaff_acppaff.app4_canefos
p_caja_arena_agaff,agaff_acppaff,app4_canefos1,p_caja_arena_agaff.agaff_acppaff.app4_canefos1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_canefos1,p_caja_arena_agaff.agaff_acppaff.app4_canefos1
p_caja_arena_agaff,agaff_acppaff,app4_cannominaems,p_caja_arena_agaff.agaff_acppaff.app4_cannominaems,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cannominaems,p_caja_arena_agaff.agaff_acppaff.app4_cannominaems
p_caja_arena_agaff,agaff_acppaff,app4_cannominaes,p_caja_arena_agaff.agaff_acppaff.app4_cannominaes,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cannominaes,p_caja_arena_agaff.agaff_acppaff.app4_cannominaes
p_caja_arena_agaff,agaff_acppaff,app4_cannominaes_jeh,p_caja_arena_agaff.agaff_acppaff.app4_cannominaes_jeh,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cannominaes_jeh,p_caja_arena_agaff.agaff_acppaff.app4_cannominaes_jeh
p_caja_arena_agaff,agaff_acppaff,app4_cannominares,p_caja_arena_agaff.agaff_acppaff.app4_cannominares,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cannominares,p_caja_arena_agaff.agaff_acppaff.app4_cannominares
p_caja_arena_agaff,agaff_acppaff,app4_cannominars,p_caja_arena_agaff.agaff_acppaff.app4_cannominars,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cannominars,p_caja_arena_agaff.agaff_acppaff.app4_cannominars
p_caja_arena_agaff,agaff_acppaff,app4_cannominars_jeh,p_caja_arena_agaff.agaff_acppaff.app4_cannominars_jeh,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_cannominars_jeh,p_caja_arena_agaff.agaff_acppaff.app4_cannominars_jeh
p_caja_arena_agaff,agaff_acppaff,app4_caratulaeg3,p_caja_arena_agaff.agaff_acppaff.app4_caratulaeg3,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratulaeg3,p_caja_arena_agaff.agaff_acppaff.app4_caratulaeg3
p_caja_arena_agaff,agaff_acppaff,app4_caratularesm,p_caja_arena_agaff.agaff_acppaff.app4_caratularesm,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratularesm,p_caja_arena_agaff.agaff_acppaff.app4_caratularesm
p_caja_arena_agaff,agaff_acppaff,app4_caratularg2,p_caja_arena_agaff.agaff_acppaff.app4_caratularg2,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratularg2,p_caja_arena_agaff.agaff_acppaff.app4_caratularg2
p_caja_arena_agaff,agaff_acppaff,app4_caratularsm,p_caja_arena_agaff.agaff_acppaff.app4_caratularsm,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratularsm,p_caja_arena_agaff.agaff_acppaff.app4_caratularsm
p_caja_arena_agaff,agaff_acppaff,app4_caratularu,p_caja_arena_agaff.agaff_acppaff.app4_caratularu,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratularu,p_caja_arena_agaff.agaff_acppaff.app4_caratularu
p_caja_arena_agaff,agaff_acppaff,app4_caratulasm1,p_caja_arena_agaff.agaff_acppaff.app4_caratulasm1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratulasm1,p_caja_arena_agaff.agaff_acppaff.app4_caratulasm1
p_caja_arena_agaff,agaff_acppaff,app4_caratulasm11,p_caja_arena_agaff.agaff_acppaff.app4_caratulasm11,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratulasm11,p_caja_arena_agaff.agaff_acppaff.app4_caratulasm11
p_caja_arena_agaff,agaff_acppaff,app4_caratulasm1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_caratulasm1_jeh,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratulasm1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_caratulasm1_jeh
p_caja_arena_agaff,agaff_acppaff,app4_caratulaurg3,p_caja_arena_agaff.agaff_acppaff.app4_caratulaurg3,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_caratulaurg3,p_caja_arena_agaff.agaff_acppaff.app4_caratulaurg3
p_caja_arena_agaff,agaff_acppaff,app4_complte_urg,p_caja_arena_agaff.agaff_acppaff.app4_complte_urg,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_complte_urg,p_caja_arena_agaff.agaff_acppaff.app4_complte_urg
p_caja_arena_agaff,agaff_acppaff,app4_compltpago_emisor,p_caja_arena_agaff.agaff_acppaff.app4_compltpago_emisor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_compltpago_emisor,p_caja_arena_agaff.agaff_acppaff.app4_compltpago_emisor
p_caja_arena_agaff,agaff_acppaff,app4_compltpago_receptor,p_caja_arena_agaff.agaff_acppaff.app4_compltpago_receptor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_compltpago_receptor,p_caja_arena_agaff.agaff_acppaff.app4_compltpago_receptor
p_caja_arena_agaff,agaff_acppaff,app4_compltpago_receptorv21,p_caja_arena_agaff.agaff_acppaff.app4_compltpago_receptorv21,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_compltpago_receptorv21,p_caja_arena_agaff.agaff_acppaff.app4_compltpago_receptorv21
p_caja_arena_agaff,agaff_acppaff,app4_compltpagog_emisor,p_caja_arena_agaff.agaff_acppaff.app4_compltpagog_emisor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_compltpagog_emisor,p_caja_arena_agaff.agaff_acppaff.app4_compltpagog_emisor
p_caja_arena_agaff,agaff_acppaff,app4_compltpagog_receptor,p_caja_arena_agaff.agaff_acppaff.app4_compltpagog_receptor,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_compltpagog_receptor,p_caja_arena_agaff.agaff_acppaff.app4_compltpagog_receptor
p_caja_arena_agaff,agaff_acppaff,app4_compltr_urg,p_caja_arena_agaff.agaff_acppaff.app4_compltr_urg,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_compltr_urg,p_caja_arena_agaff.agaff_acppaff.app4_compltr_urg
p_caja_arena_agaff,agaff_acppaff,app4_concepto32eu,p_caja_arena_agaff.agaff_acppaff.app4_concepto32eu,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto32eu,p_caja_arena_agaff.agaff_acppaff.app4_concepto32eu
p_caja_arena_agaff,agaff_acppaff,app4_concepto32ru,p_caja_arena_agaff.agaff_acppaff.app4_concepto32ru,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto32ru,p_caja_arena_agaff.agaff_acppaff.app4_concepto32ru
p_caja_arena_agaff,agaff_acppaff,app4_concepto32s1,p_caja_arena_agaff.agaff_acppaff.app4_concepto32s1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto32s1,p_caja_arena_agaff.agaff_acppaff.app4_concepto32s1
p_caja_arena_agaff,agaff_acppaff,app4_concepto32s11,p_caja_arena_agaff.agaff_acppaff.app4_concepto32s11,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto32s11,p_caja_arena_agaff.agaff_acppaff.app4_concepto32s11
p_caja_arena_agaff,agaff_acppaff,app4_concepto32s1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_concepto32s1_jeh,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto32s1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_concepto32s1_jeh
p_caja_arena_agaff,agaff_acppaff,app4_concepto32u1,p_caja_arena_agaff.agaff_acppaff.app4_concepto32u1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto32u1,p_caja_arena_agaff.agaff_acppaff.app4_concepto32u1
p_caja_arena_agaff,agaff_acppaff,app4_concepto33eu,p_caja_arena_agaff.agaff_acppaff.app4_concepto33eu,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto33eu,p_caja_arena_agaff.agaff_acppaff.app4_concepto33eu
p_caja_arena_agaff,agaff_acppaff,app4_concepto33ru,p_caja_arena_agaff.agaff_acppaff.app4_concepto33ru,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto33ru,p_caja_arena_agaff.agaff_acppaff.app4_concepto33ru
p_caja_arena_agaff,agaff_acppaff,app4_concepto33s1,p_caja_arena_agaff.agaff_acppaff.app4_concepto33s1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto33s1,p_caja_arena_agaff.agaff_acppaff.app4_concepto33s1
p_caja_arena_agaff,agaff_acppaff,app4_concepto33s11,p_caja_arena_agaff.agaff_acppaff.app4_concepto33s11,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto33s11,p_caja_arena_agaff.agaff_acppaff.app4_concepto33s11
p_caja_arena_agaff,agaff_acppaff,app4_concepto33s1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_concepto33s1_jeh,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto33s1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_concepto33s1_jeh
p_caja_arena_agaff,agaff_acppaff,app4_concepto33u1,p_caja_arena_agaff.agaff_acppaff.app4_concepto33u1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto33u1,p_caja_arena_agaff.agaff_acppaff.app4_concepto33u1
p_caja_arena_agaff,agaff_acppaff,app4_concepto40eu,p_caja_arena_agaff.agaff_acppaff.app4_concepto40eu,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto40eu,p_caja_arena_agaff.agaff_acppaff.app4_concepto40eu
p_caja_arena_agaff,agaff_acppaff,app4_concepto40ru,p_caja_arena_agaff.agaff_acppaff.app4_concepto40ru,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto40ru,p_caja_arena_agaff.agaff_acppaff.app4_concepto40ru
p_caja_arena_agaff,agaff_acppaff,app4_concepto40s1,p_caja_arena_agaff.agaff_acppaff.app4_concepto40s1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto40s1,p_caja_arena_agaff.agaff_acppaff.app4_concepto40s1
p_caja_arena_agaff,agaff_acppaff,app4_concepto40s11,p_caja_arena_agaff.agaff_acppaff.app4_concepto40s11,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto40s11,p_caja_arena_agaff.agaff_acppaff.app4_concepto40s11
p_caja_arena_agaff,agaff_acppaff,app4_concepto40s1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_concepto40s1_jeh,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto40s1_jeh,p_caja_arena_agaff.agaff_acppaff.app4_concepto40s1_jeh
p_caja_arena_agaff,agaff_acppaff,app4_concepto40u1,p_caja_arena_agaff.agaff_acppaff.app4_concepto40u1,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concepto40u1,p_caja_arena_agaff.agaff_acppaff.app4_concepto40u1
p_caja_arena_agaff,agaff_acppaff,app4_conceptos_g2,p_caja_arena_agaff.agaff_acppaff.app4_conceptos_g2,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_conceptos_g2,p_caja_arena_agaff.agaff_acppaff.app4_conceptos_g2
p_caja_arena_agaff,agaff_acppaff,app4_conceptoss2,p_caja_arena_agaff.agaff_acppaff.app4_conceptoss2,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_conceptoss2,p_caja_arena_agaff.agaff_acppaff.app4_conceptoss2
p_caja_arena_agaff,agaff_acppaff,app4_conceptoss21,p_caja_arena_agaff.agaff_acppaff.app4_conceptoss21,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_conceptoss21,p_caja_arena_agaff.agaff_acppaff.app4_conceptoss21
p_caja_arena_agaff,agaff_acppaff,app4_conceptoss2_jeh,p_caja_arena_agaff.agaff_acppaff.app4_conceptoss2_jeh,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_conceptoss2_jeh,p_caja_arena_agaff.agaff_acppaff.app4_conceptoss2_jeh
p_caja_arena_agaff,agaff_acppaff,app4_conceptosservinter,p_caja_arena_agaff.agaff_acppaff.app4_conceptosservinter,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_conceptosservinter,p_caja_arena_agaff.agaff_acppaff.app4_conceptosservinter
p_caja_arena_agaff,agaff_acppaff,app4_conceptosu2,p_caja_arena_agaff.agaff_acppaff.app4_conceptosu2,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_conceptosu2,p_caja_arena_agaff.agaff_acppaff.app4_conceptosu2
p_caja_arena_agaff,agaff_acppaff,app4_concp32se,p_caja_arena_agaff.agaff_acppaff.app4_concp32se,MANAGED,DELTA,p_caja_arena_agaff,agaff_acppaff,app4_concp32se,p_caja_arena_agaff.agaff_acppaff.app4_concp32se
